1/1/2016 to 6/1/2017
Expense Category, Trans Date, Post Date, Merchant Name, Amount
"Recreation","11/19/16","11/20/16","Amazon Digital Svcs","19.99",
"Recreation","11/19/16","11/20/16","AGILECRM-8009800729","15.00",
"Recreation","11/21/16","11/22/16","Amazon.com","114.04",
"Recreation","11/21/16","11/22/16","Amazon Video On Demand","19.99",
"Recreation","11/21/16","11/22/16","PAYPAL *LOSTGOLFBAL","101.98",
"Recreation","11/21/16","11/23/16","2774 FYZICAL FITNESS","211.00",
"Recreation","11/23/16","11/23/16","Amazon Video On Demand","4.43",
"Recreation","11/24/16","11/24/16","Amazon Services-Kindle","0.99",
"Recreation","11/24/16","11/24/16","Amazon Video On Demand","14.99",
"Recreation","11/22/16","11/24/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","11/24/16","11/25/16","Amazon Video On Demand","7.76",
"Recreation","11/24/16","11/25/16","Amazon Video On Demand","5.54",
"Recreation","11/26/16","11/27/16","Amazon Video On Demand","5.54",
"Recreation","11/26/16","11/27/16","Amazon Video On Demand","5.54",
"Recreation","11/28/16","11/28/16","Amazon Services-Kindle","4.99",
"Recreation","11/28/16","11/29/16","Amazon Digital Svcs","9.99",
"Recreation","12/01/16","12/02/16","Amazon Digital Svcs","9.99",
"Recreation","12/01/16","12/04/16","2774 FYZICAL FITNESS","30.74",
"Recreation","12/05/16","12/06/16","AMAZON MKTPLACE PMTS","209.98",
"Recreation","12/05/16","12/07/16","DEL TURA GOLF & COUNTRY C","21.60",
"Recreation","12/09/16","12/09/16","Amazon Video On Demand","4.43",
"Recreation","12/08/16","12/09/16","WWW.DICKSSPORTNGGOODS.COM","75.24",
"Recreation","12/09/16","12/09/16","Amazon Video On Demand","4.43",
"Recreation","12/09/16","12/11/16","Amazon Video On Demand","4.43",
"Recreation","12/10/16","12/11/16","AMAZON MKTPLACE PMTS","16.95",
"Recreation","12/10/16","12/11/16","AMAZON MKTPLACE PMTS","20.42",
"Recreation","12/10/16","12/11/16","AMAZON MKTPLACE PMTS","15.36",
"Recreation","12/09/16","12/11/16","Amazon Video On Demand","4.43",
"Recreation","12/11/16","12/12/16","Amazon Video On Demand","14.99",
"Recreation","12/11/16","12/12/16","AMAZON MKTPLACE PMTS","37.94",
"Recreation","12/11/16","12/12/16","AMAZON MKTPLACE PMTS","33.58",
"Recreation","12/11/16","12/12/16","AMAZON MKTPLACE PMTS","21.53",
"Recreation","12/11/16","12/13/16","AVNGATE*AVANGATE*BITDE","99.00",
"Recreation","12/12/16","12/13/16","Amazon Digital Svcs","1.29",
"Recreation","12/12/16","12/13/16","AMAZON MKTPLACE PMTS","10.03",
"Recreation","12/13/16","12/14/16","AMAZON MKTPLACE PMTS","47.91",
"Recreation","12/13/16","12/14/16","THE OBSERVER GROUP","68.08",
"Recreation","12/18/16","12/18/16","AMAZON MKTPLACE PMTS","8.18",
"Recreation","12/18/16","12/18/16","Amazon.com","144.78",
"Recreation","12/17/16","12/18/16","ZAPIER.COM/CHARGE","20.00",
"Recreation","12/19/16","12/19/16","AMAZON MKTPLACE PMTS","37.88",
"Recreation","12/19/16","12/19/16","AMAZON MKTPLACE PMTS","525.87",
"Recreation","12/18/16","12/19/16","AMAZON MKTPLACE PMTS","79.30",
"Recreation","12/18/16","12/19/16","AMAZON MKTPLACE PMTS","95.72",
"Recreation","12/18/16","12/19/16","AMAZON MKTPLACE PMTS","67.92",
"Recreation","12/18/16","12/19/16","AMAZON MKTPLACE PMTS","97.80",
"Recreation","12/19/16","12/19/16","Amazon Video On Demand","3.99",
"Recreation","12/18/16","12/19/16","AMAZON MKTPLACE PMTS","185.96",
"Recreation","12/19/16","12/20/16","AMAZON MKTPLACE PMTS","125.16",
"Recreation","12/19/16","12/20/16","AMAZON MKTPLACE PMTS","576.56",
"Recreation","12/19/16","12/20/16","AMAZON MKTPLACE PMTS","85.20",
"Recreation","12/19/16","12/20/16","AMAZON MKTPLACE PMTS","72.24",
"Recreation","12/19/16","12/20/16","AMAZON MKTPLACE PMTS","126.09",
"Recreation","12/19/16","12/20/16","AGILECRM-8009800729","15.00",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","-2.99",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","9.99",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","6.44",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","42.13",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","59.46",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","23.99",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","108.35",
"Recreation","12/21/16","12/21/16","AMAZON MKTPLACE PMTS","11.48",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","43.99",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","12.70",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","10.59",
"Recreation","12/20/16","12/21/16","AMAZON MKTPLACE PMTS","13.23",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","27.99",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","12.99",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","2.99",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","6.65",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","6.99",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","9.99",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","14.99",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","14.99",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","4.99",
"Recreation","12/20/16","12/21/16","Amazon Video On Demand","7.76",
"Recreation","12/21/16","12/21/16","Amazon Video On Demand","13.99",
"Recreation","12/20/16","12/22/16","FUNWAY ENTERTAINMENT C","25.00",
"Recreation","12/20/16","12/22/16","FUNWAY ENTERTAINMENT C","25.00",
"Recreation","12/21/16","12/22/16","AMAZON MKTPLACE PMTS","7.41",
"Recreation","12/22/16","12/23/16","AMAZON MKTPLACE PMTS","123.92",
"Recreation","12/23/16","12/25/16","Amazon Video On Demand","7.99",
"Recreation","12/24/16","12/25/16","Amazon Video On Demand","1.10",
"Recreation","12/22/16","12/25/16","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","12/24/16","12/25/16","Amazon Video On Demand","7.76",
"Recreation","12/26/16","12/26/16","Amazon Video On Demand","4.43",
"Recreation","12/27/16","12/27/16","Amazon Video On Demand","11.99",
"Recreation","12/27/16","12/27/16","Amazon Video On Demand","7.76",
"Recreation","12/28/16","12/28/16","Amazon Services-Kindle","1.99",
"Recreation","12/28/16","12/29/16","Amazon Video On Demand","3.32",
"Recreation","12/28/16","12/29/16","Amazon Video On Demand","3.32",
"Recreation","12/28/16","12/29/16","Amazon Digital Svcs","9.99",
"Recreation","12/29/16","12/30/16","Amazon Video On Demand","14.99",
"Recreation","12/30/16","01/01/17","Amazon Video On Demand","4.43",
"Recreation","01/01/17","01/02/17","Amazon Digital Svcs","9.99",
"Recreation","01/01/17","01/03/17","2774 FYZICAL FITNESS","30.74",
"Recreation","01/02/17","01/03/17","Amazon.com","271.54",
"Recreation","01/03/17","01/04/17","AMAZON MKTPLACE PMTS","86.99",
"Recreation","01/05/17","01/06/17","Amazon Digital Svcs","9.98",
"Recreation","01/05/17","01/06/17","Amazon Video On Demand","4.43",
"Recreation","01/06/17","01/08/17","Amazon Digital Svcs","5.54",
"Recreation","01/06/17","01/08/17","Amazon Video On Demand","4.43",
"Recreation","01/07/17","01/08/17","Amazon Services-Kindle","0.99",
"Recreation","01/07/17","01/08/17","Amazon Video On Demand","2.21",
"Recreation","01/09/17","01/09/17","Amazon Video On Demand","7.99",
"Recreation","01/09/17","01/09/17","Amazon Video On Demand","7.99",
"Recreation","01/10/17","01/11/17","AMAZON MKTPLACE PMTS","18.98",
"Recreation","01/13/17","01/15/17","Amazon.com","27.55",
"Recreation","01/19/17","01/20/17","Amazon Digital Svcs","16.65",
"Recreation","01/21/17","01/22/17","AGILECRM-8009800729","15.00",
"Recreation","01/21/17","01/22/17","Amazon Video On Demand","12.99",
"Recreation","01/22/17","01/23/17","Amazon Video On Demand","2.99",
"Recreation","01/22/17","01/23/17","Amazon Services-Kindle","11.99",
"Recreation","01/22/17","01/23/17","Amazon Services-Kindle","9.99",
"Recreation","01/21/17","01/23/17","MUSCLE CAR CITY, LLC","26.75",
"Recreation","01/22/17","01/24/17","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","01/23/17","01/24/17","Amazon Video On Demand","39.99",
"Recreation","01/23/17","01/24/17","Amazon Video On Demand","29.99",
"Recreation","01/24/17","01/25/17","Amazon Video On Demand","5.54",
"Recreation","01/24/17","01/25/17","Amazon Video On Demand","4.43",
"Recreation","01/25/17","01/26/17","Amazon Video On Demand","2.99",
"Recreation","01/28/17","01/29/17","Amazon Digital Svcs","9.99",
"Recreation","01/29/17","01/30/17","Amazon Video On Demand","14.99",
"Recreation","01/29/17","01/30/17","Amazon Video On Demand","2.99",
"Recreation","01/30/17","01/30/17","Amazon Video On Demand","12.99",
"Recreation","01/31/17","02/01/17","Amazon Video On Demand","5.54",
"Recreation","02/02/17","02/02/17","AMAZON MKTPLACE PMTS","250.64",
"Recreation","02/02/17","02/02/17","Amazon.com","26.75",
"Recreation","02/01/17","02/02/17","Amazon Video On Demand","-2.99",
"Recreation","02/01/17","02/02/17","Amazon Video On Demand","18.99",
"Recreation","02/01/17","02/02/17","Amazon Video On Demand","-2.99",
"Recreation","02/01/17","02/02/17","Amazon Digital Svcs","9.99",
"Recreation","02/02/17","02/03/17","Amazon.com","64.17",
"Recreation","02/02/17","02/03/17","AMAZON MKTPLACE PMTS","96.95",
"Recreation","02/04/17","02/05/17","Amazon Video On Demand","29.99",
"Recreation","02/04/17","02/05/17","Amazon Video On Demand","6.65",
"Recreation","02/03/17","02/05/17","Amazon Video On Demand","9.99",
"Recreation","02/03/17","02/05/17","Amazon.com","11.98",
"Recreation","02/04/17","02/05/17","Amazon Video On Demand","-2.99",
"Recreation","02/05/17","02/05/17","Amazon Video On Demand","5.54",
"Recreation","02/05/17","02/06/17","Amazon Digital Svcs","9.98",
"Recreation","02/05/17","02/06/17","Amazon Video On Demand","3.32",
"Recreation","02/06/17","02/07/17","Amazon Video On Demand","4.43",
"Recreation","02/06/17","02/07/17","Amazon Digital Svcs","5.54",
"Recreation","02/05/17","02/07/17","PINCH A PENNY - 223","37.32",
"Recreation","02/08/17","02/09/17","AGILECRM-8009800729","472.42",
"Recreation","02/09/17","02/10/17","Amazon Video On Demand","12.99",
"Recreation","02/19/17","02/20/17","AGILECRM-8009800729","15.00",
"Recreation","02/19/17","02/20/17","Amazon Digital Svcs","16.65",
"Recreation","02/20/17","02/21/17","AMAZON MKTPLACE PMTS","35.30",
"Recreation","02/22/17","02/24/17","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","02/27/17","02/28/17","Amazon Digital Svcs","9.99",
"Recreation","03/01/17","03/02/17","Amazon Digital Svcs","9.99",
"Recreation","03/02/17","03/02/17","Amazon Video On Demand","4.43",
"Recreation","03/01/17","03/02/17","Amazon Video On Demand","4.43",
"Recreation","03/03/17","03/03/17","Amazon Video On Demand","4.43",
"Recreation","03/02/17","03/03/17","Amazon Video On Demand","12.99",
"Recreation","03/19/17","03/20/17","AGILECRM-8009800729","15.00",
"Recreation","03/19/17","03/20/17","Amazon Digital Svcs","16.65",
"Recreation","03/22/17","03/24/17","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","03/24/17","03/26/17","INTERCOM.IO","85.35",
"Recreation","03/26/17","03/28/17","PINCH A PENNY - 223","42.38",
"Recreation","03/27/17","03/29/17","ARROWHEAD GOLF CLUB","14.50",
"Recreation","03/27/17","03/29/17","ARROWHEAD GOLF CLUB","90.69",
"Recreation","03/29/17","03/29/17","Amazon Digital Svcs","9.99",
"Recreation","03/29/17","03/30/17","FISH LAUDERDALE LLC","519.50",
"Recreation","04/01/17","04/02/17","Amazon Digital Svcs","9.99",
"Recreation","04/04/17","04/04/17","Amazon Video On Demand","14.99",
"Recreation","04/05/17","04/06/17","Amazon Digital Svcs","9.98",
"Recreation","04/06/17","04/07/17","REGAL CINEMAS HLYWD 20 NA","23.41",
"Recreation","04/06/17","04/07/17","REGAL CINEMAS HLYWD 20 NA","19.07",
"Recreation","04/06/17","04/07/17","Amazon Digital Svcs","5.54",
"Recreation","04/05/17","04/07/17","PAYPAL *MICROSOFTCO OFF","106.24",
"Recreation","04/12/17","04/13/17","CHOCOLATE AT ORCHID BAY L","29.50",
"Recreation","04/12/17","04/13/17","CHOCOLATE AT ORCHID BAY L","7.35",
"Recreation","04/18/17","04/19/17","Evernote","360.00",
"Recreation","04/19/17","04/20/17","Amazon Digital Svcs","16.65",
"Recreation","04/19/17","04/20/17","AGILECRM-8009800729","15.00",
"Recreation","04/22/17","04/24/17","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","04/24/17","04/25/17","INTERCOM.IO","110.30",
"Recreation","04/30/17","05/01/17","AMAZON MKTPLACE PMTS","32.94",
"Recreation","05/01/17","05/02/17","Amazon Digital Svcs","9.99",
"Recreation","05/02/17","05/03/17","Amazon Video On Demand","14.99",
"Recreation","05/04/17","05/05/17","AMAZON MKTPLACE PMTS","13.54",
"Recreation","05/03/17","05/05/17","PAYPAL *MASHEDPOTAT","50.00",
"Recreation","05/05/17","05/07/17","AMAZON MKTPLACE PMTS","183.48",
"Recreation","05/05/17","05/07/17","Amazon Digital Svcs","9.98",
"Recreation","05/06/17","05/07/17","Amazon Digital Svcs","5.54",
"Recreation","05/06/17","05/08/17","AVNGATE*AVANGATE*BITDE","99.00",
"Recreation","05/09/17","05/10/17","PAYPAL *OBOXWEBDESI","99.00",
"Recreation","05/11/17","05/12/17","CBI*PARALLELS","49.99",
"Recreation","05/11/17","05/12/17","CBI*PARALLELS","69.99",
"Recreation","05/13/17","05/14/17","PAYPAL *RKTGENIUS","99.00",
"Recreation","05/12/17","05/14/17","AMAZON MKTPLACE PMTS","-169.50",
"Recreation","05/15/17","05/16/17","PAYPAL *PLUGINSFORP","24.00",
"Recreation","05/15/17","05/16/17","PAYPAL *GRAMMARLY","139.95",
"Recreation","05/15/17","05/17/17","AVNGATE*MOBIRISE.COM","129.00",
"Recreation","05/19/17","05/21/17","AGILECRM-8009800729","15.00",
"Recreation","05/19/17","05/21/17","Amazon Digital Svcs","16.65",
"Recreation","05/23/17","05/24/17","PAYPAL *RKTGENIUS","199.00",
"Recreation","05/22/17","05/24/17","ADOBE *CAPTIVATE SUBS","29.99",
"Recreation","05/24/17","05/25/17","INTERCOM.IO","98.25",
"Recreation","05/26/17","05/26/17","APL* ITUNES.COM/BILL","4.99",
"Recreation","05/27/17","05/28/17","PAYPAL *JOGET INC","10.00",
"Recreation","05/31/17","06/01/17","ATLASSIAN","20.00",
"Household","01/02/16","01/03/16","PRICE CUTTER FURNITURE","254.95",
"Household","01/06/16","01/07/16","PRICE CUTTER FURNITURE","148.40",
"Household","01/06/16","01/07/16","PRICE CUTTER FURNITURE","369.90",
"Household","01/09/16","01/10/16","PRICE CUTTER FURNITURE","1189.90",
"Household","03/15/16","03/16/16","APPLIANCE OUTFITTERS","381.58",
"Household","07/07/16","07/08/16","APPLIANCE OUTFITTERS","359.98",
"Household","08/03/16","08/04/16","LUMBER LIQUIDATORS 027","760.90",
"Household","08/05/16","08/07/16","APPLIANCE OUTFITTERS","359.99",
"Household","08/09/16","08/10/16","LUMBER LIQUIDATORS 027","1158.74",
"Household","08/19/16","08/21/16","BED BATH & BEYOND #1272","88.58",
"Household","08/26/16","08/28/16","BEST BUY MHT  00011353","184.95",
"Household","08/25/16","08/28/16","BED BATH & BEYOND #285","209.96",
"Household","08/30/16","09/01/16","SNAP POWER3852238173","43.35",
"Household","09/10/16","09/12/16","APPLIANCE OUTFITTERS","1012.29",
"Household","09/19/16","09/20/16","GEEKSQUADDIGSA00015842","201.07",
"Household","09/23/16","09/25/16","BED BATH & BEYOND #651","8.47",
"Household","09/23/16","09/25/16","BED BATH & BEYOND #285","384.59",
"Household","10/05/16","10/07/16","BED BATH & BEYOND #1304","196.91",
"Household","10/13/16","10/14/16","LUMBER LIQUIDATORS 027","970.84",
"Household","10/26/16","10/27/16","BEST BUY MHT  00011353","30.73",
"Household","10/30/16","10/31/16","BEST BUY MHT  00011353","235.29",
"Household","11/02/16","11/03/16","BEST BUY MHT  00011353","-30.73",
"Household","11/03/16","11/04/16","APPLIANCEDISCOUNTCENTER","800.30",
"Household","11/19/16","11/20/16","PAYPAL *UNIQUE USA","99.00",
"Household","11/19/16","11/20/16","PAYPAL *UNIQUE USA","249.00",
"Household","11/19/16","11/20/16","PAYPAL *UNIQUE USA","38.00",
"Household","11/19/16","11/20/16","PRICE CUTTER FURNITURE","1369.75",
"Household","11/25/16","11/27/16","BED BATH & BEYOND #1304","793.73",
"Household","11/29/16","12/01/16","BED BATH & BEYOND #1304","256.79",
"Household","11/30/16","12/02/16","BED BATH & BEYOND #1304","66.73",
"Household","12/02/16","12/04/16","PAYPAL *WAYFAIR LLC","64.98",
"Household","12/16/16","12/18/16","AMERICAN FREIGHT 093","1400.00",
"Household","12/17/16","12/18/16","ESALERUGS -","179.00",
"Household","12/25/16","12/26/16","HOTELS AT HOME","69.79",
"Household","01/15/17","01/17/17","BED BATH & BEYOND #1268","144.35",
"Household","01/31/17","02/01/17","SEARS CARPET CLN95337","85.00",
"Household","02/01/17","02/03/17","BED BATH & BEYOND #551","203.14",
"Household","03/02/17","03/05/17","BED BATH & BEYOND #285","243.78",
"Household","03/13/17","03/15/17","BED BATH & BEYOND #285","211.99",
"Household","03/26/17","03/27/17","PRICE CUTTER FURNITURE","238.39",
"Household","03/29/17","03/30/17","ABC APPLIANCE DEPOT INC","264.98",
"Household","03/30/17","03/31/17","ABC APPLIANCE DEPOT INC","344.50",
"Household","04/14/17","04/16/17","PRICE CUTTER FURNITURE","466.29",
"Household","04/20/17","04/21/17","GRILLPARTS COM","57.61",
"Household","04/20/17","04/21/17","PRICE CUTTER FURNITURE","682.24",
"Household","04/20/17","04/27/17","PRICE CUTTER FURNITURE","-53.11",
"Household","05/11/17","05/12/17","BEST BUY MHT  00011353","87.73",
"Household","05/20/17","05/22/17","BEST BUY MHT  00004317","127.19",
"Auto Related","12/31/15","01/03/16","PICKUPS MOVING & DELIVER","95.00",
"Auto Related","01/03/16","01/05/16","A BUDGET TOWING, LLC","98.00",
"Auto Related","01/04/16","01/06/16","SHELL OIL 57542486204","33.11",
"Auto Related","01/06/16","01/08/16","FIRESTONE 004537","625.93",
"Auto Related","01/06/16","01/08/16","PICKUPS MOVING & DELIVER","240.00",
"Auto Related","01/11/16","01/13/16","SHELL OIL 57545736605","46.72",
"Auto Related","01/21/16","01/24/16","SHELL OIL 57542488408","31.71",
"Auto Related","02/02/16","02/04/16","SHELL OIL 57542488408","39.75",
"Auto Related","05/01/16","05/02/16","DELTA SONIC #1820","15.08",
"Auto Related","05/01/16","05/02/16","BUDGET RENT-A-CAR","157.94",
"Auto Related","05/06/16","05/08/16","PICKUPS MOVING & DELIVER","595.00",
"Auto Related","05/30/16","06/01/16","SHELL OIL 57446054306","48.98",
"Auto Related","06/01/16","06/02/16","BUDGET RENT-A-CAR","103.98",
"Auto Related","06/15/16","06/17/16","SHELL OIL 57542527908","36.96",
"Auto Related","06/28/16","06/30/16","SHELL OIL 57542486204","37.46",
"Auto Related","07/07/16","07/08/16","PAYPAL *STOMPRACING","299.00",
"Auto Related","07/13/16","07/15/16","RACETRAC 202  00002022","32.76",
"Auto Related","07/13/16","07/15/16","7-ELEVEN 22657","26.34",
"Auto Related","07/15/16","07/17/16","EXXONMOBIL    47416581","26.49",
"Auto Related","07/15/16","07/17/16","EXXONMOBIL    47416581","13.52",
"Auto Related","07/15/16","07/17/16","SHELL OIL 57545736605","51.20",
"Auto Related","07/15/16","07/17/16","BP#8284838CIRCLE K ST 27","4.62",
"Auto Related","07/15/16","07/17/16","BP#8284838CIRCLE K ST 27","19.89",
"Auto Related","07/17/16","07/18/16","BP#6786834HASTY MART #46","9.00",
"Auto Related","07/17/16","07/18/16","BP#8975930THE OASIS AT A","42.14",
"Auto Related","07/18/16","07/20/16","EXXONMOBIL    99201097","6.03",
"Auto Related","07/19/16","07/21/16","SHELL OIL 12479576006","15.00",
"Auto Related","07/20/16","07/21/16","BP#9639246DOWNERS GROVE","36.15",
"Auto Related","07/20/16","07/22/16","SHELL OIL 57444172605","20.78",
"Auto Related","07/29/16","07/31/16","SHELL OIL 57545736605","48.06",
"Auto Related","08/05/16","08/07/16","KINGS AUTO SPA","13.00",
"Auto Related","08/04/16","08/07/16","7-ELEVEN 16998","40.59",
"Auto Related","08/04/16","08/07/16","KINGS AUTO SPA","17.00",
"Auto Related","08/08/16","08/10/16","SHELL OIL 57545736605","47.73",
"Auto Related","08/16/16","08/17/16","WAWA 5200     00052001","31.27",
"Auto Related","08/15/16","08/17/16","RACETRAC 2365 00023655","36.71",
"Auto Related","08/21/16","08/23/16","SHELL OIL 57542545603","33.18",
"Auto Related","08/24/16","08/26/16","7-ELEVEN 33239","42.86",
"Auto Related","08/25/16","08/28/16","SHELL OIL 57542488408","38.38",
"Auto Related","08/27/16","08/29/16","KINGS AUTO SPA","10.00",
"Auto Related","08/31/16","09/02/16","SHELL OIL 57546134404","35.74",
"Auto Related","09/01/16","09/04/16","SHELL OIL 57542488507","28.63",
"Auto Related","09/06/16","09/08/16","SHELL OIL 57542488408","30.21",
"Auto Related","09/12/16","09/14/16","SHELL OIL 57545736605","33.59",
"Auto Related","09/14/16","09/16/16","RACETRAC 677  00006775","30.62",
"Auto Related","09/21/16","09/23/16","MERCEDES BENZ FT MEYER","1582.70",
"Auto Related","09/23/16","09/25/16","SHELL OIL 57542486600","43.54",
"Auto Related","09/23/16","09/25/16","SHELL OIL 57542488408","33.96",
"Auto Related","09/25/16","09/27/16","SHELL OIL 57546134404","18.96",
"Auto Related","10/01/16","10/02/16","7-ELEVEN 33239","41.18",
"Auto Related","10/02/16","10/03/16","DELTA SONIC #1820","64.52",
"Auto Related","10/02/16","10/03/16","DELTA SONIC #1820","17.00",
"Auto Related","10/04/16","10/06/16","RACETRAC 2414 00024141","39.59",
"Auto Related","10/05/16","10/06/16","7-ELEVEN 33239","27.86",
"Auto Related","10/07/16","10/09/16","SHELL OIL 57542488408","43.29",
"Auto Related","10/12/16","10/13/16","WAWA STORE 51600051680","40.43",
"Auto Related","10/14/16","10/16/16","RACETRAC686   00006866","33.73",
"Auto Related","10/14/16","10/16/16","RACETRAC686   00006866","4.88",
"Auto Related","10/17/16","10/18/16","BP#8238222CIRCLE K ST 27","44.12",
"Auto Related","10/21/16","10/23/16","SHELL OIL 57545736605","44.03",
"Auto Related","10/20/16","10/23/16","SHELL OIL 57545736605","36.01",
"Auto Related","10/26/16","10/28/16","7-ELEVEN 33239","43.01",
"Auto Related","10/26/16","10/28/16","KINGS AUTO SPA","10.00",
"Auto Related","10/27/16","10/30/16","SHELL OIL 57542488408","36.91",
"Auto Related","11/02/16","11/04/16","SHELL OIL 12479707007","49.31",
"Auto Related","11/03/16","11/04/16","MERCEDES BENZ FT MEYER","597.52",
"Auto Related","11/04/16","11/06/16","RACETRAC #237800023788","40.81",
"Auto Related","11/07/16","11/09/16","SHELL OIL 57542488408","35.97",
"Auto Related","11/16/16","11/18/16","SHELL OIL 57542488408","35.26",
"Auto Related","11/16/16","11/18/16","TIRE KINGDOM 219","223.79",
"Auto Related","11/20/16","11/21/16","7-ELEVEN 33239","20.33",
"Auto Related","11/19/16","11/21/16","TIRE KINGDOM 219","55.61",
"Auto Related","11/26/16","11/27/16","7-ELEVEN 33239","23.30",
"Auto Related","11/25/16","11/27/16","7-ELEVEN 33239","37.68",
"Auto Related","11/29/16","11/30/16","WAWA 5200     00052001","32.34",
"Auto Related","11/30/16","12/02/16","SHELL OIL 57542488606","42.27",
"Auto Related","12/02/16","12/04/16","KINGS AUTO SPA","35.96",
"Auto Related","12/02/16","12/04/16","WAWA 5200     00052001","46.78",
"Auto Related","12/06/16","12/08/16","EAGER BEAVER CW 061","275.59",
"Auto Related","12/06/16","12/08/16","SHELL OIL 57542488408","38.70",
"Auto Related","12/08/16","12/11/16","SHELL OIL 57542488408","34.87",
"Auto Related","12/14/16","12/15/16","7-ELEVEN 33239","13.23",
"Auto Related","12/14/16","12/16/16","EXXONMOBIL    97569339","34.09",
"Auto Related","12/15/16","12/18/16","SHELL OIL 57542488408","36.43",
"Auto Related","12/16/16","12/18/16","ALL MY SONS MOVING & STOR","813.15",
"Auto Related","12/18/16","12/20/16","7-ELEVEN 33110","11.68",
"Auto Related","12/18/16","12/20/16","SHELL OIL 57546134404","42.49",
"Auto Related","12/21/16","12/22/16","DELTA SONIC #1820","8.19",
"Auto Related","12/21/16","12/22/16","DELTA SONIC #1820","44.79",
"Auto Related","12/23/16","12/25/16","7-ELEVEN 34893","9.03",
"Auto Related","12/23/16","12/25/16","EXXONMOBIL    99114399","9.21",
"Auto Related","12/23/16","12/25/16","AVIS RENT-A-CAR 1","58.79",
"Auto Related","12/29/16","01/01/17","SHELL OIL 57542488606","42.44",
"Auto Related","12/31/16","01/02/17","SHELL OIL 57542529003","37.94",
"Auto Related","12/31/16","01/02/17","SHELL OIL 57542529003","2.96",
"Auto Related","01/04/17","01/05/17","7-ELEVEN 33239","13.85",
"Auto Related","01/03/17","01/05/17","EAGER BEAVER CW 061","116.58",
"Auto Related","01/04/17","01/06/17","7-ELEVEN 16998","7.72",
"Auto Related","01/04/17","01/06/17","7-ELEVEN 33239","37.34",
"Auto Related","01/06/17","01/08/17","7-ELEVEN 16998","27.32",
"Auto Related","01/05/17","01/08/17","MARTIN BOGGS TRUCK SALES","360.00",
"Auto Related","01/05/17","01/08/17","7-ELEVEN 16998","4.27",
"Auto Related","01/08/17","01/10/17","SHELL OIL 57542488408","42.67",
"Auto Related","01/09/17","01/11/17","SHELL OIL 57545736605","40.61",
"Auto Related","01/12/17","01/13/17","7-ELEVEN 16998","26.44",
"Auto Related","01/11/17","01/13/17","MARTIN BOGGS TRUCK SALES","143.38",
"Auto Related","01/11/17","01/13/17","MARTIN BOGGS TRUCK SALES","25.20",
"Auto Related","01/11/17","01/13/17","7-ELEVEN 33239","30.24",
"Auto Related","01/13/17","01/15/17","7-ELEVEN 16998","23.83",
"Auto Related","01/13/17","01/15/17","SHELL OIL 57546134404","34.02",
"Auto Related","01/14/17","01/15/17","BREEZY'S SUPERIOR C. W.","60.33",
"Auto Related","01/14/17","01/16/17","SHELL OIL 57546134404","42.81",
"Auto Related","01/14/17","01/16/17","7-ELEVEN 16998","10.83",
"Auto Related","01/15/17","01/17/17","SHELL OIL 57546134404","20.13",
"Auto Related","01/18/17","01/20/17","SHELL OIL 57542529003","48.31",
"Auto Related","01/20/17","01/22/17","RACETRAC 202  00002022","3.20",
"Auto Related","01/21/17","01/23/17","7-ELEVEN 33239","14.57",
"Auto Related","01/21/17","01/23/17","SHELL OIL 57542529003","52.66",
"Auto Related","01/25/17","01/26/17","CIRCLE K # 07685","43.88",
"Auto Related","01/24/17","01/26/17","SHELL OIL 57542488408","38.92",
"Auto Related","01/26/17","01/27/17","7-ELEVEN 35537","8.15",
"Auto Related","01/26/17","01/29/17","SHELL OIL 57544590805","46.73",
"Auto Related","01/28/17","01/30/17","SHELL OIL 57546134404","13.59",
"Auto Related","01/29/17","01/30/17","7-ELEVEN 16998","7.16",
"Auto Related","01/28/17","01/30/17","WAWA 5200     00052001","17.80",
"Auto Related","01/31/17","02/01/17","AMERICAN CAR CARE WEST","24.56",
